emp_no,first_name,last_name,title,birth_date,from_date,to_date,dept_name
17504,Nidapan,Comyn,Engineer,1963-01-08,1986-02-27,9999-01-01,Production
17530,Martina,Granlund,Engineer,1964-10-11,1986-11-04,9999-01-01,Quality Management
17535,Eishiro,Rouquie,Assistant Engineer,1964-05-09,1985-09-28,9999-01-01,Development
17537,Jaewoo,Rosay,Engineer,1964-08-02,1988-02-26,9999-01-01,Production
17572,Bingning,Alpay,Engineer,1964-07-18,1988-10-04,9999-01-01,Development
17575,Gor,Duclos,Engineer,1964-03-04,1988-11-11,9999-01-01,Development
17581,Marl,Kushner,Senior Staff,1963-10-23,1988-06-19,9999-01-01,Research
17591,Qingxiang,Brickell,Engineer,1962-02-22,1986-03-04,9999-01-01,Development
17592,Franziska,Bonifati,Senior Staff,1962-02-08,1987-05-30,9999-01-01,Research
17641,Jaber,Parhami,Senior Staff,1964-12-13,1987-05-17,9999-01-01,Sales
17724,Zhiguo,Luks,Engineer,1964-04-29,1986-04-18,9999-01-01,Development
17758,Nikolaos,Ranka,Technique Leader,1963-02-27,1987-07-20,9999-01-01,Development
17846,Falguni,Schieder,Technique Leader,1963-05-13,1987-10-02,9999-01-01,Production
17870,Zhenbing,Viele,Engineer,1962-07-10,1985-06-24,9999-01-01,Quality Management
17905,Wuxu,Vilarrasa,Senior Engineer,1964-12-19,1985-02-11,9999-01-01,Development
17944,Munenori,Delaune,Assistant Engineer,1962-05-13,1988-10-11,9999-01-01,Development
17953,Sugwoo,Vesna,Senior Staff,1963-10-21,1985-09-07,9999-01-01,Customer Service
17954,Zhigen,Spelt,Senior Staff,1964-05-06,1985-05-05,9999-01-01,Marketing
17978,Yinghua,Riefers,Senior Staff,1962-04-19,1987-10-28,9999-01-01,Customer Service
18002,Munehiko,Kisuki,Senior Engineer,1963-02-18,1987-01-30,9999-01-01,Quality Management
18010,Aksel,Kropp,Senior Staff,1963-08-04,1985-12-25,9999-01-01,Marketing
18021,Adil,Matzke,Engineer,1965-01-07,1987-05-08,9999-01-01,Development
18023,Valeri,Chenoweth,Engineer,1962-05-27,1985-05-17,9999-01-01,Development
18029,Younwoo,Awdeh,Engineer,1962-08-22,1987-02-08,9999-01-01,Production
18039,Danco,Rubsam,Technique Leader,1964-03-03,1988-05-31,9999-01-01,Production
18043,Yuqun,Harnett,Engineer,1962-01-04,1986-11-03,9999-01-01,Development
18045,Zengping,Wendorf,Engineer,1962-03-17,1987-06-12,9999-01-01,Development
18072,Cedric,Kalsbeek,Senior Staff,1963-08-29,1985-08-11,9999-01-01,Customer Service
18076,Mari,Baranowski,Engineer,1963-05-17,1986-08-22,9999-01-01,Production
18083,Aimee,Tiemann,Senior Engineer,1962-08-14,1987-12-13,9999-01-01,Development
18120,Amabile,Frolund,Senior Staff,1962-12-30,1988-06-05,9999-01-01,Research
18125,Aron,Poehlman,Senior Staff,1962-03-31,1986-12-22,9999-01-01,Marketing
18136,Cordelia,Jeong,Engineer,1963-07-29,1985-10-13,9999-01-01,Development
18147,Mahmut,Bierbaum,Senior Staff,1964-11-06,1985-08-07,9999-01-01,Research
18152,Pascal,Staudhammer,Engineer,1962-07-13,1987-12-27,9999-01-01,Development
18180,Adam,Murtafg,Senior Staff,1962-12-11,1986-03-02,9999-01-01,Sales
18182,Dekang,Aamodt,Senior Staff,1963-02-23,1988-05-25,9999-01-01,Human Resources
18183,Yongdong,Grospietsch,Senior Staff,1962-11-21,1988-09-04,9999-01-01,Sales
18192,KayLiang,Bazelow,Engineer,1964-04-20,1987-01-31,9999-01-01,Development
18207,Toshimitsu,Eppinger,Engineer,1963-07-27,1986-04-06,9999-01-01,Production
18227,Shugo,Dulay,Senior Staff,1964-12-06,1985-07-28,9999-01-01,Finance
18232,Genta,Vesel,Engineer,1963-04-07,1988-08-07,9999-01-01,Development
18309,Miyeon,Tomescu,Assistant Engineer,1963-10-21,1987-08-03,9999-01-01,Quality Management
18334,Tokuyasu,Nitta,Engineer,1962-02-24,1985-06-09,9999-01-01,Development
18342,Zsolt,Michaels,Senior Engineer,1962-05-21,1985-10-29,9999-01-01,Production
18349,Nidapan,Ranka,Engineer,1962-02-26,1987-01-09,9999-01-01,Development
18367,Masaru,Hagimont,Engineer,1962-02-24,1986-04-06,9999-01-01,Quality Management
18434,Martina,Syang,Senior Staff,1963-10-11,1986-02-05,9999-01-01,Research
18437,Jianwen,Gaughan,Senior Staff,1964-01-11,1987-01-04,9999-01-01,Human Resources
18442,Toshimi,Papsdorf,Engineer,1963-03-21,1987-01-09,9999-01-01,Development
18475,Subhrajyoti,Bugaenko,Engineer,1963-04-18,1985-10-04,9999-01-01,Production
18477,Krister,Kushnir,Engineer,1962-04-16,1988-03-26,9999-01-01,Development
18490,Hein,Limongiello,Senior Staff,1963-12-19,1986-07-05,9999-01-01,Sales
18517,Xiaoheng,Marshall,Engineer,1962-01-10,1986-07-30,9999-01-01,Development
18534,Valeska,Unno,Engineer,1964-02-29,1986-11-08,9999-01-01,Production
18561,Teiji,Unni,Engineer,1962-02-23,1986-04-24,9999-01-01,Production
18574,Tsvetan,Kisuki,Engineer,1962-09-07,1988-04-21,9999-01-01,Quality Management
18575,Gadiel,Petersohn,Senior Staff,1962-05-01,1986-11-12,9999-01-01,Marketing
18588,Temple,Narahara,Senior Staff,1964-05-07,1986-07-02,9999-01-01,Marketing
18613,Toshiko,Theuretzbacher,Engineer,1963-03-23,1986-07-13,9999-01-01,Development
18622,Barry,Junot,Engineer,1963-09-05,1987-02-03,9999-01-01,Production
18686,Kwangyoen,Facello,Senior Staff,1962-02-23,1985-05-02,9999-01-01,Finance
18736,Kish,Sichman,Engineer,1964-12-08,1987-12-15,9999-01-01,Production
18758,Randy,Dratva,Engineer,1964-12-05,1988-11-15,9999-01-01,Development
18777,Adam,Rahier,Senior Staff,1964-09-09,1985-08-20,9999-01-01,Customer Service
18803,Tomokazu,Marchesini,Senior Staff,1964-03-22,1987-11-24,9999-01-01,Finance
18824,Divier,Osgood,Senior Staff,1964-08-25,1986-06-24,9999-01-01,Marketing
18843,Arch,Thimonier,Senior Staff,1962-06-08,1988-04-29,9999-01-01,Sales
18846,Luise,Vural,Engineer,1963-02-06,1987-04-01,9999-01-01,Production
18901,Mountaz,Loncour,Engineer,1962-07-28,1988-08-25,9999-01-01,Production
19002,Munehiko,Hoppenstand,Senior Staff,1964-01-14,1988-09-14,9999-01-01,Research
19015,Harjit,Fiebach,Engineer,1963-03-14,1987-07-21,9999-01-01,Production
19059,Cullen,Picci,Senior Staff,1962-07-23,1987-04-29,9999-01-01,Sales
19080,Mitchel,Przulj,Engineer,1962-12-06,1987-06-25,9999-01-01,Production
19128,Roddy,Schwartzburd,Senior Staff,1964-06-17,1987-08-28,9999-01-01,Sales
19140,JoAnne,Krichel,Senior Engineer,1963-08-03,1986-07-30,9999-01-01,Development
19146,Geraldo,Oxenboll,Senior Staff,1963-03-01,1985-03-30,9999-01-01,Sales
19175,Sedat,Pettey,Engineer,1962-01-25,1987-01-03,9999-01-01,Production
19178,Jaideep,Chinal,Senior Staff,1964-01-05,1986-04-30,9999-01-01,Human Resources
19184,Makato,Borstler,Engineer,1963-09-19,1985-08-19,9999-01-01,Production
19211,JiYoung,Oxman,Engineer,1962-09-13,1986-11-03,9999-01-01,Production
19236,Elzbieta,Morris,Engineer,1965-01-24,1988-07-12,9999-01-01,Production
19248,Yucel,Kaiser,Senior Staff,1963-05-19,1985-02-24,9999-01-01,Sales
19325,Danil,Gargeya,Senior Engineer,1963-04-16,1987-05-09,9999-01-01,Development
19344,Jagoda,Moffat,Senior Staff,1962-03-07,1988-09-25,9999-01-01,Research
19355,Akeno,Zeleznik,Engineer,1964-08-09,1986-08-01,9999-01-01,Development
19367,Spyrose,McFarlin,Senior Staff,1963-04-11,1986-11-26,9999-01-01,Sales
19377,Surveyors,Xiaoshan,Engineer,1962-12-28,1986-03-01,9999-01-01,Development
19398,Luisa,Randi,Engineer,1964-03-06,1987-08-13,9999-01-01,Development
19427,Deniz,Parhami,Senior Staff,1962-03-24,1987-11-12,9999-01-01,Finance
19460,Christfried,Rahier,Senior Staff,1964-03-03,1985-07-30,9999-01-01,Research
19466,Chenyi,Rodite,Engineer,1963-05-04,1987-10-17,9999-01-01,Development
19476,Maha,Viele,Senior Engineer,1962-10-28,1988-11-05,9999-01-01,Development
19494,Theirry,Farrar,Engineer,1964-08-08,1987-01-10,9999-01-01,Production
19500,Shaowen,Plessier,Senior Staff,1964-04-29,1987-05-13,9999-01-01,Sales
19538,Rasikan,Angelov,Senior Staff,1963-03-28,1986-08-08,9999-01-01,Research
19581,Mani,Pell,Senior Staff,1962-01-10,1987-10-12,9999-01-01,Research
19587,Masaru,Narahari,Senior Engineer,1963-07-07,1987-10-28,9999-01-01,Production
19615,Isaac,Taneja,Engineer,1963-12-06,1985-12-19,9999-01-01,Development
19638,Baziley,Fargier,Engineer,1962-07-05,1986-05-21,9999-01-01,Production
19645,Mokhtar,Decaestecker,Senior Staff,1964-02-09,1987-12-02,9999-01-01,Customer Service
19739,Stein,Zeidenstein,Engineer,1964-02-01,1987-08-11,9999-01-01,Development
19742,George,Madeira,Engineer,1962-07-04,1987-06-11,9999-01-01,Development
19743,Nimmagadda,Mikschl,Senior Staff,1962-05-25,1987-03-07,9999-01-01,Finance
19745,Toshiki,Nollmann,Engineer,1962-06-24,1987-06-13,9999-01-01,Production
19781,Oldrich,Sudkamp,Senior Staff,1962-02-21,1986-09-10,9999-01-01,Sales
19803,Ziva,Kowalchuk,Engineer,1965-01-30,1987-06-13,9999-01-01,Development
19805,Danco,Clouatre,Engineer,1963-12-24,1985-03-18,9999-01-01,Development
19846,Dinkar,Feldmann,Senior Staff,1963-02-19,1985-08-19,9999-01-01,Customer Service
19876,Sreekrishna,Bodoff,Engineer,1963-07-07,1988-01-29,9999-01-01,Production
19877,Elzbieta,Shumilov,Engineer,1962-01-22,1987-09-22,9999-01-01,Production
19891,Rildo,Matzke,Engineer,1964-04-24,1987-09-23,9999-01-01,Production
19915,Mohit,Snedden,Senior Staff,1962-06-22,1987-07-30,9999-01-01,Human Resources
19992,Elrique,Pusterhofer,Engineer,1964-08-17,1987-10-07,9999-01-01,Production
20025,Yakkov,Peek,Engineer,1963-02-13,1987-01-31,9999-01-01,Development
20031,Kenton,Bernini,Senior Staff,1962-11-20,1985-10-01,9999-01-01,Human Resources
20045,Muzhong,Staylopatis,Engineer,1962-02-24,1986-04-20,9999-01-01,Production
20082,Val,Marchesini,Engineer,1963-08-17,1987-07-07,9999-01-01,Quality Management
20085,Syozo,Syrotiuk,Engineer,1963-04-10,1987-07-01,9999-01-01,Development
20095,Georgi,Highland,Engineer,1962-11-30,1988-09-11,9999-01-01,Production
20100,Utz,Heuter,Senior Staff,1965-01-18,1986-06-15,9999-01-01,Marketing
20323,Yifei,Wursthorn,Engineer,1964-08-16,1985-09-19,9999-01-01,Development
20326,Serif,Neiman,Technique Leader,1963-03-04,1985-06-13,9999-01-01,Production
20384,Pantung,Noriega,Engineer,1963-04-24,1985-03-02,9999-01-01,Production
20413,Kwee,Syrotiuk,Engineer,1962-12-22,1988-10-20,9999-01-01,Development
20460,Uri,Swan,Assistant Engineer,1962-04-06,1988-06-17,9999-01-01,Development
20467,Khoa,Wuwongse,Technique Leader,1962-11-25,1986-06-04,9999-01-01,Development
20468,Arnould,Farrar,Senior Engineer,1963-03-04,1986-03-01,9999-01-01,Development
20487,Susanna,Brodie,Senior Staff,1962-01-23,1985-09-01,9999-01-01,Customer Service
20488,Bokyung,Morrey,Senior Staff,1962-08-09,1987-11-29,9999-01-01,Finance
20544,Selwyn,Gecsel,Engineer,1962-07-07,1986-03-26,9999-01-01,Production
20568,Krisda,Lieblein,Engineer,1962-06-25,1987-08-30,9999-01-01,Quality Management
20583,Mahendra,Siegrist,Senior Staff,1962-01-19,1985-04-27,9999-01-01,Customer Service
20588,Bilhanan,Ramsak,Senior Staff,1962-01-15,1986-06-05,9999-01-01,Sales
20670,Lijie,Siochi,Technique Leader,1962-02-17,1985-03-02,9999-01-01,Production
20680,Kellyn,Basagni,Senior Staff,1963-02-01,1988-10-04,9999-01-01,Finance
20702,Sanjit,Lovengreen,Engineer,1964-10-27,1986-01-11,9999-01-01,Quality Management
20734,Fayez,Rosaz,Senior Staff,1964-02-19,1987-01-17,9999-01-01,Human Resources
20753,Lalit,Lemarechal,Senior Staff,1964-04-06,1986-10-15,9999-01-01,Research
20774,Jasminko,Janetzko,Senior Staff,1962-04-29,1987-02-16,9999-01-01,Sales
20779,Panayotis,Jansen,Engineer,1963-10-02,1987-05-10,9999-01-01,Development
20791,Changho,Heystek,Senior Staff,1962-06-13,1987-10-29,9999-01-01,Sales
20808,Boguslaw,Hammerschmidt,Senior Staff,1963-06-04,1985-03-01,9999-01-01,Sales
20815,Guther,Kavvadias,Engineer,1962-09-16,1988-11-13,9999-01-01,Quality Management
20854,Cheong,Fetvedt,Engineer,1962-08-31,1987-12-12,9999-01-01,Production
20874,Fumiko,Rijckaert,Engineer,1963-03-15,1987-12-11,9999-01-01,Development
20882,Uwe,Ibel,Senior Staff,1963-03-07,1988-06-01,9999-01-01,Marketing
20891,Zdislav,Begiun,Senior Staff,1964-01-31,1988-06-05,9999-01-01,Finance
20927,Xiong,Stentiford,Senior Staff,1963-08-11,1986-03-15,9999-01-01,Human Resources
20932,Geoff,Eterovic,Senior Staff,1962-11-12,1987-01-21,9999-01-01,Sales
20973,Kiyotoshi,Kitai,Engineer,1964-06-22,1986-01-20,9999-01-01,Quality Management
20981,Christoph,Furedi,Senior Staff,1963-12-31,1988-09-26,9999-01-01,Research
20996,Adin,Chelton,Senior Staff,1964-11-04,1987-07-02,9999-01-01,Customer Service
21042,Quingbo,Orlowska,Engineer,1962-09-25,1986-08-24,9999-01-01,Production
21060,Leah,Serra,Senior Staff,1964-04-04,1987-04-29,9999-01-01,Marketing
21081,Magy,Rouquie,Senior Staff,1962-01-06,1985-02-21,9999-01-01,Sales
21088,Ugo,Gopalakrishnan,Senior Engineer,1964-01-31,1988-03-24,9999-01-01,Quality Management
21091,Claude,Eppinger,Senior Engineer,1963-02-03,1987-09-16,9999-01-01,Production
21115,Fei,Luca,Senior Staff,1964-07-15,1986-10-04,9999-01-01,Human Resources
21117,Yongmao,Chiodo,Senior Staff,1963-04-06,1985-06-16,9999-01-01,Marketing
21118,Eirik,Broomell,Senior Staff,1962-06-12,1987-06-07,9999-01-01,Human Resources
21142,Masako,Rusmann,Engineer,1964-05-23,1986-07-08,9999-01-01,Development
21144,Bouchung,Akaboshi,Senior Staff,1962-12-11,1988-11-12,9999-01-01,Sales
21160,Abdelaziz,Kragelund,Engineer,1963-06-13,1987-05-25,9999-01-01,Production
21222,Akemi,Denis,Senior Staff,1964-04-08,1986-12-25,9999-01-01,Human Resources
21227,Masasuke,Rosiles,Senior Engineer,1962-06-12,1987-09-29,9999-01-01,Development
21257,Kendra,Jiafu,Engineer,1963-03-25,1985-03-24,9999-01-01,Production
21276,Jianhui,Bratten,Engineer,1963-10-20,1988-05-31,9999-01-01,Development
21286,Uri,Birta,Engineer,1964-03-06,1988-09-22,9999-01-01,Production
21290,Boaz,Griswold,Senior Staff,1963-12-02,1987-10-28,9999-01-01,Sales
21291,Eran,Gubsky,Engineer,1963-08-10,1985-06-18,9999-01-01,Development
21300,Yuuichi,Rijckaert,Senior Engineer,1964-04-03,1985-12-06,9999-01-01,Quality Management
21327,Janalee,Litzkow,Engineer,1963-01-05,1987-02-10,9999-01-01,Development
21349,Sajjad,Piazza,Engineer,1964-03-25,1986-04-08,9999-01-01,Production
21357,Aruna,Peral,Engineer,1962-01-15,1987-11-02,9999-01-01,Development
21377,Doowon,Pokrovskii,Senior Engineer,1964-02-18,1985-12-03,9999-01-01,Development
21378,Yishay,Bierman,Technique Leader,1963-01-07,1985-12-26,9999-01-01,Development
21385,Mikhail,Shiratori,Senior Staff,1964-08-10,1986-04-17,9999-01-01,Sales
21390,Zijian,Kambil,Senior Engineer,1962-11-08,1988-06-28,9999-01-01,Production
21393,Mohammad,Kaltofen,Assistant Engineer,1963-09-18,1987-09-12,9999-01-01,Production
21433,Chenxi,Ibel,Senior Staff,1964-04-06,1987-08-16,9999-01-01,Sales
21476,Rajmohan,Gien,Senior Staff,1963-06-10,1988-09-23,9999-01-01,Sales
21484,Sangeeta,McConalogue,Senior Staff,1963-06-18,1987-03-27,9999-01-01,Research
21485,Amstein,Harllee,Engineer,1963-12-12,1986-04-25,9999-01-01,Development
21530,Takanari,Slobodova,Technique Leader,1962-03-03,1986-01-19,9999-01-01,Production
21535,Filipp,Ramalingam,Senior Staff,1963-08-25,1987-09-05,9999-01-01,Sales
21571,Mani,Birsak,Senior Staff,1964-05-09,1985-09-17,9999-01-01,Research
21578,Stein,Pehl,Engineer,1962-09-23,1985-10-22,9999-01-01,Production
21589,Lobel,Klerer,Senior Staff,1963-07-07,1988-11-07,9999-01-01,Customer Service
21602,Marko,Velardi,Senior Staff,1964-10-30,1986-05-21,9999-01-01,Human Resources
21606,Lena,Radhakrishnan,Senior Staff,1963-03-11,1987-02-18,9999-01-01,Sales
21624,Teunis,Iacovou,Senior Staff,1962-03-26,1986-04-14,9999-01-01,Marketing
21678,Divine,Niizuma,Senior Staff,1963-04-30,1988-08-04,9999-01-01,Finance
21717,Hairong,Bhattacharjee,Senior Staff,1964-05-18,1986-10-05,9999-01-01,Finance
21775,Ramalingam,Morrow,Senior Staff,1963-01-06,1986-12-21,9999-01-01,Research
21785,Kazunori,Avouris,Technique Leader,1964-12-01,1986-10-08,9999-01-01,Production
21843,Karsten,Azadmanesh,Senior Engineer,1965-01-09,1985-11-29,9999-01-01,Development
21903,Haldun,Murtafg,Engineer,1964-04-09,1987-05-09,9999-01-01,Quality Management
21905,Leif,Erie,Senior Engineer,1963-03-06,1988-03-04,9999-01-01,Development
22047,Xumin,Luce,Technique Leader,1964-08-09,1986-11-14,9999-01-01,Development
22051,Bezalel,Validov,Senior Staff,1962-03-19,1985-02-18,9999-01-01,Sales
22058,Karsten,Kenevan,Engineer,1964-10-26,1985-04-15,9999-01-01,Development
22061,Marla,Maraist,Senior Engineer,1964-01-07,1987-01-15,9999-01-01,Development
22075,Theron,Llado,Senior Staff,1963-11-22,1988-09-23,9999-01-01,Customer Service
22118,Ramalingam,Ruther,Engineer,1964-08-17,1988-04-07,9999-01-01,Production
22142,Premal,Gewali,Senior Staff,1964-03-12,1987-09-06,9999-01-01,Research
22145,Kish,Fritzsche,Senior Staff,1963-09-17,1985-03-17,9999-01-01,Finance
22174,Morrie,Hofting,Engineer,1964-04-25,1988-06-01,9999-01-01,Quality Management
22204,Mori,Plumb,Engineer,1962-03-21,1986-04-03,9999-01-01,Production
22256,Licheng,Itzfeldt,Senior Staff,1964-07-23,1988-08-20,9999-01-01,Research
22259,Boutros,Whitcomb,Senior Staff,1963-01-24,1985-05-20,9999-01-01,Sales
22277,Tesuya,Cunliffe,Senior Staff,1963-04-30,1986-03-08,9999-01-01,Sales
22288,Boriana,Vuskovic,Engineer,1962-05-19,1987-12-20,9999-01-01,Development
22335,Kellie,Brandsma,Engineer,1962-04-07,1987-11-10,9999-01-01,Production
22364,Becky,Poehlman,Senior Staff,1962-08-06,1988-06-13,9999-01-01,Sales
22369,Xuejun,Ranum,Senior Staff,1963-02-18,1985-07-31,9999-01-01,Sales
22392,Berhard,Pell,Technique Leader,1962-11-01,1988-03-26,9999-01-01,Production
22399,Utz,Cannata,Assistant Engineer,1964-03-06,1986-08-25,9999-01-01,Production
22412,Vivian,Bresenham,Engineer,1962-08-23,1988-06-26,9999-01-01,Production
22417,Quingbo,Lally,Senior Engineer,1962-08-30,1987-06-25,9999-01-01,Production
22423,Ioana,Ratnakar,Engineer,1963-04-26,1987-11-03,9999-01-01,Production
22457,Changho,Fritzsche,Senior Staff,1964-02-05,1985-02-27,9999-01-01,Finance
22471,Insup,Pepe,Assistant Engineer,1963-06-10,1986-04-29,9999-01-01,Development
22472,Yuguang,Pfau,Senior Staff,1964-01-02,1988-03-10,9999-01-01,Marketing
22495,Mitsuyuki,Garrabrants,Senior Staff,1964-10-25,1985-07-18,9999-01-01,Research
22542,Tayeb,Hiyoshi,Technique Leader,1963-04-06,1987-02-02,9999-01-01,Production
22548,Marsja,Babu,Senior Staff,1963-06-10,1987-12-14,9999-01-01,Marketing
22573,Suzette,Baby,Engineer,1964-06-24,1988-08-01,9999-01-01,Production
22635,Zhaofang,Gyorkos,Engineer,1962-05-31,1987-01-08,9999-01-01,Development
22656,Takanari,Ranai,Senior Staff,1963-08-21,1988-03-25,9999-01-01,Sales
22665,Arra,Rabejac,Engineer,1964-12-10,1988-11-21,9999-01-01,Development
22674,Xiong,Champarnaud,Technique Leader,1962-12-08,1987-07-17,9999-01-01,Production
22738,Selwyn,Kirkerud,Senior Staff,1964-06-13,1988-12-30,9999-01-01,Marketing
22801,Chuanyi,Hiroyama,Engineer,1963-07-12,1988-09-07,9999-01-01,Customer Service
22846,Guoxiang,Ginneken,Engineer,1962-12-26,1986-07-31,9999-01-01,Production
22890,Rosli,Kroha,Senior Staff,1963-12-08,1988-12-31,9999-01-01,Sales
22912,Ger,Pepe,Senior Engineer,1964-07-26,1986-08-05,9999-01-01,Production
22922,Filipp,Straney,Senior Staff,1962-02-15,1988-02-24,9999-01-01,Sales
22926,Manibrata,Genther,Engineer,1965-01-01,1988-01-15,9999-01-01,Production
22964,Tetsushi,Cappello,Engineer,1964-07-27,1987-10-13,9999-01-01,Production
23083,Alejandro,Garrabrants,Senior Staff,1962-11-21,1987-09-23,9999-01-01,Human Resources
23084,Byong,Maraist,Engineer,1962-03-23,1987-12-30,9999-01-01,Production
23111,Breannda,Prampolini,Engineer,1964-06-08,1987-04-25,9999-01-01,Development
23122,Yahiko,Parascandalo,Senior Staff,1963-05-27,1986-04-03,9999-01-01,Marketing
23152,Ingemar,Garnick,Senior Staff,1964-06-22,1987-02-10,9999-01-01,Marketing
23160,Jinya,Ressouche,Senior Staff,1963-10-07,1988-04-23,9999-01-01,Sales
23183,Sudhanshu,Stiles,Senior Staff,1962-07-11,1985-06-27,9999-01-01,Finance
23190,Bikash,Chleq,Senior Staff,1964-12-19,1987-08-21,9999-01-01,Human Resources
23209,Ortrud,Schwaller,Senior Staff,1964-03-12,1988-10-10,9999-01-01,Finance
23215,Hatem,Horswill,Engineer,1962-01-02,1986-05-23,9999-01-01,Production
23218,Jianhua,Spieker,Engineer,1964-10-27,1988-08-20,9999-01-01,Production
23227,Sanjit,Preusig,Senior Staff,1964-04-03,1987-06-20,9999-01-01,Customer Service
23241,Leen,Kroll,Senior Engineer,1964-08-26,1987-05-23,9999-01-01,Production
23244,Mads,Stanfel,Engineer,1962-05-09,1986-08-29,9999-01-01,Development
23255,Mototsugu,Zolotykh,Engineer,1964-10-07,1986-10-30,9999-01-01,Production
23286,Temple,Marsiglia,Senior Staff,1964-08-08,1986-02-14,9999-01-01,Marketing
23305,Takahiro,Aloia,Engineer,1962-05-24,1986-03-13,9999-01-01,Production
23309,Roselyn,Dengi,Senior Staff,1962-02-04,1988-02-10,9999-01-01,Marketing
23344,Shih,Denti,Senior Engineer,1963-08-03,1986-08-12,9999-01-01,Production
23349,Zorica,Thiria,Engineer,1964-02-06,1988-05-15,9999-01-01,Quality Management
23368,Changho,Stroustrup,Engineer,1962-07-09,1987-03-09,9999-01-01,Production
23396,Hilari,Fairtlough,Technique Leader,1965-01-02,1986-12-15,9999-01-01,Production
23489,Boguslaw,Mawatari,Senior Staff,1962-08-24,1987-01-27,9999-01-01,Marketing
23512,Xiaoheng,Sury,Engineer,1962-06-10,1985-02-27,9999-01-01,Production
23516,Xiaoqiu,Oskamp,Engineer,1962-10-19,1988-04-20,9999-01-01,Production
23575,Mani,Remmers,Senior Engineer,1962-09-12,1986-10-28,9999-01-01,Development
23585,Tamiya,Back,Engineer,1964-10-08,1988-10-29,9999-01-01,Development
23607,Samphel,Melski,Technique Leader,1962-12-13,1985-02-12,9999-01-01,Development
23608,Shahab,Schusler,Senior Staff,1964-01-05,1986-12-08,9999-01-01,Research
23612,Otmar,Portugali,Engineer,1964-08-26,1985-07-08,9999-01-01,Production
23711,Alassane,Serre,Engineer,1963-05-18,1985-10-13,9999-01-01,Development
23852,Irena,Stafford,Senior Staff,1964-09-14,1987-07-22,9999-01-01,Human Resources
