emp_no,first_name,last_name,title,birth_date,from_date,to_date
18083,Aimee,Tiemann,Senior Engineer,1962-08-14,1987-12-13,9999-01-01
18120,Amabile,Frolund,Senior Staff,1962-12-30,1988-06-05,9999-01-01
18125,Aron,Poehlman,Senior Staff,1962-03-31,1986-12-22,9999-01-01
18136,Cordelia,Jeong,Engineer,1963-07-29,1985-10-13,9999-01-01
18147,Mahmut,Bierbaum,Senior Staff,1964-11-06,1985-08-07,9999-01-01
18152,Pascal,Staudhammer,Engineer,1962-07-13,1987-12-27,9999-01-01
18180,Adam,Murtafg,Senior Staff,1962-12-11,1986-03-02,9999-01-01
18182,Dekang,Aamodt,Senior Staff,1963-02-23,1988-05-25,9999-01-01
18183,Yongdong,Grospietsch,Senior Staff,1962-11-21,1988-09-04,9999-01-01
18192,KayLiang,Bazelow,Engineer,1964-04-20,1987-01-31,9999-01-01
18207,Toshimitsu,Eppinger,Engineer,1963-07-27,1986-04-06,9999-01-01
18227,Shugo,Dulay,Senior Staff,1964-12-06,1985-07-28,9999-01-01
18232,Genta,Vesel,Engineer,1963-04-07,1988-08-07,9999-01-01
18309,Miyeon,Tomescu,Assistant Engineer,1963-10-21,1987-08-03,9999-01-01
18334,Tokuyasu,Nitta,Engineer,1962-02-24,1985-06-09,9999-01-01
18342,Zsolt,Michaels,Senior Engineer,1962-05-21,1985-10-29,9999-01-01
18349,Nidapan,Ranka,Engineer,1962-02-26,1987-01-09,9999-01-01
18367,Masaru,Hagimont,Engineer,1962-02-24,1986-04-06,9999-01-01
18434,Martina,Syang,Senior Staff,1963-10-11,1986-02-05,9999-01-01
18437,Jianwen,Gaughan,Senior Staff,1964-01-11,1987-01-04,9999-01-01
18442,Toshimi,Papsdorf,Engineer,1963-03-21,1987-01-09,9999-01-01
18475,Subhrajyoti,Bugaenko,Engineer,1963-04-18,1985-10-04,9999-01-01
18477,Krister,Kushnir,Engineer,1962-04-16,1988-03-26,9999-01-01
18490,Hein,Limongiello,Senior Staff,1963-12-19,1986-07-05,9999-01-01
18517,Xiaoheng,Marshall,Engineer,1962-01-10,1986-07-30,9999-01-01
18534,Valeska,Unno,Engineer,1964-02-29,1986-11-08,9999-01-01
18561,Teiji,Unni,Engineer,1962-02-23,1986-04-24,9999-01-01
18574,Tsvetan,Kisuki,Engineer,1962-09-07,1988-04-21,9999-01-01
18575,Gadiel,Petersohn,Senior Staff,1962-05-01,1986-11-12,9999-01-01
18588,Temple,Narahara,Senior Staff,1964-05-07,1986-07-02,9999-01-01
18613,Toshiko,Theuretzbacher,Engineer,1963-03-23,1986-07-13,9999-01-01
18622,Barry,Junot,Engineer,1963-09-05,1987-02-03,9999-01-01
18686,Kwangyoen,Facello,Senior Staff,1962-02-23,1985-05-02,9999-01-01
18736,Kish,Sichman,Engineer,1964-12-08,1987-12-15,9999-01-01
18758,Randy,Dratva,Engineer,1964-12-05,1988-11-15,9999-01-01
18777,Adam,Rahier,Senior Staff,1964-09-09,1985-08-20,9999-01-01
18803,Tomokazu,Marchesini,Senior Staff,1964-03-22,1987-11-24,9999-01-01
18824,Divier,Osgood,Senior Staff,1964-08-25,1986-06-24,9999-01-01
18843,Arch,Thimonier,Senior Staff,1962-06-08,1988-04-29,9999-01-01
18846,Luise,Vural,Engineer,1963-02-06,1987-04-01,9999-01-01
18901,Mountaz,Loncour,Engineer,1962-07-28,1988-08-25,9999-01-01
19002,Munehiko,Hoppenstand,Senior Staff,1964-01-14,1988-09-14,9999-01-01
19015,Harjit,Fiebach,Engineer,1963-03-14,1987-07-21,9999-01-01
19059,Cullen,Picci,Senior Staff,1962-07-23,1987-04-29,9999-01-01
19080,Mitchel,Przulj,Engineer,1962-12-06,1987-06-25,9999-01-01
19128,Roddy,Schwartzburd,Senior Staff,1964-06-17,1987-08-28,9999-01-01
19140,JoAnne,Krichel,Senior Engineer,1963-08-03,1986-07-30,9999-01-01
19146,Geraldo,Oxenboll,Senior Staff,1963-03-01,1985-03-30,9999-01-01
19175,Sedat,Pettey,Engineer,1962-01-25,1987-01-03,9999-01-01
19178,Jaideep,Chinal,Senior Staff,1964-01-05,1986-04-30,9999-01-01
19184,Makato,Borstler,Engineer,1963-09-19,1985-08-19,9999-01-01
19211,JiYoung,Oxman,Engineer,1962-09-13,1986-11-03,9999-01-01
19236,Elzbieta,Morris,Engineer,1965-01-24,1988-07-12,9999-01-01
19248,Yucel,Kaiser,Senior Staff,1963-05-19,1985-02-24,9999-01-01
19325,Danil,Gargeya,Senior Engineer,1963-04-16,1987-05-09,9999-01-01
19344,Jagoda,Moffat,Senior Staff,1962-03-07,1988-09-25,9999-01-01
19355,Akeno,Zeleznik,Engineer,1964-08-09,1986-08-01,9999-01-01
19367,Spyrose,McFarlin,Senior Staff,1963-04-11,1986-11-26,9999-01-01
19377,Surveyors,Xiaoshan,Engineer,1962-12-28,1986-03-01,9999-01-01
19398,Luisa,Randi,Engineer,1964-03-06,1987-08-13,9999-01-01
19427,Deniz,Parhami,Senior Staff,1962-03-24,1987-11-12,9999-01-01
19460,Christfried,Rahier,Senior Staff,1964-03-03,1985-07-30,9999-01-01
19466,Chenyi,Rodite,Engineer,1963-05-04,1987-10-17,9999-01-01
19476,Maha,Viele,Senior Engineer,1962-10-28,1988-11-05,9999-01-01
19494,Theirry,Farrar,Engineer,1964-08-08,1987-01-10,9999-01-01
19500,Shaowen,Plessier,Senior Staff,1964-04-29,1987-05-13,9999-01-01
19538,Rasikan,Angelov,Senior Staff,1963-03-28,1986-08-08,9999-01-01
19581,Mani,Pell,Senior Staff,1962-01-10,1987-10-12,9999-01-01
19587,Masaru,Narahari,Senior Engineer,1963-07-07,1987-10-28,9999-01-01
19615,Isaac,Taneja,Engineer,1963-12-06,1985-12-19,9999-01-01
19638,Baziley,Fargier,Engineer,1962-07-05,1986-05-21,9999-01-01
19645,Mokhtar,Decaestecker,Senior Staff,1964-02-09,1987-12-02,9999-01-01
19739,Stein,Zeidenstein,Engineer,1964-02-01,1987-08-11,9999-01-01
19742,George,Madeira,Engineer,1962-07-04,1987-06-11,9999-01-01
19743,Nimmagadda,Mikschl,Senior Staff,1962-05-25,1987-03-07,9999-01-01
19745,Toshiki,Nollmann,Engineer,1962-06-24,1987-06-13,9999-01-01
19781,Oldrich,Sudkamp,Senior Staff,1962-02-21,1986-09-10,9999-01-01
19803,Ziva,Kowalchuk,Engineer,1965-01-30,1987-06-13,9999-01-01
19805,Danco,Clouatre,Engineer,1963-12-24,1985-03-18,9999-01-01
19846,Dinkar,Feldmann,Senior Staff,1963-02-19,1985-08-19,9999-01-01
19876,Sreekrishna,Bodoff,Engineer,1963-07-07,1988-01-29,9999-01-01
19877,Elzbieta,Shumilov,Engineer,1962-01-22,1987-09-22,9999-01-01
19891,Rildo,Matzke,Engineer,1964-04-24,1987-09-23,9999-01-01
19915,Mohit,Snedden,Senior Staff,1962-06-22,1987-07-30,9999-01-01
19992,Elrique,Pusterhofer,Engineer,1964-08-17,1987-10-07,9999-01-01
20025,Yakkov,Peek,Engineer,1963-02-13,1987-01-31,9999-01-01
20031,Kenton,Bernini,Senior Staff,1962-11-20,1985-10-01,9999-01-01
20045,Muzhong,Staylopatis,Engineer,1962-02-24,1986-04-20,9999-01-01
20082,Val,Marchesini,Engineer,1963-08-17,1987-07-07,9999-01-01
20085,Syozo,Syrotiuk,Engineer,1963-04-10,1987-07-01,9999-01-01
20095,Georgi,Highland,Engineer,1962-11-30,1988-09-11,9999-01-01
20100,Utz,Heuter,Senior Staff,1965-01-18,1986-06-15,9999-01-01
20323,Yifei,Wursthorn,Engineer,1964-08-16,1985-09-19,9999-01-01
20326,Serif,Neiman,Technique Leader,1963-03-04,1985-06-13,9999-01-01
20384,Pantung,Noriega,Engineer,1963-04-24,1985-03-02,9999-01-01
20413,Kwee,Syrotiuk,Engineer,1962-12-22,1988-10-20,9999-01-01
20460,Uri,Swan,Assistant Engineer,1962-04-06,1988-06-17,9999-01-01
20467,Khoa,Wuwongse,Technique Leader,1962-11-25,1986-06-04,9999-01-01
20468,Arnould,Farrar,Senior Engineer,1963-03-04,1986-03-01,9999-01-01
20487,Susanna,Brodie,Senior Staff,1962-01-23,1985-09-01,9999-01-01
20488,Bokyung,Morrey,Senior Staff,1962-08-09,1987-11-29,9999-01-01
20544,Selwyn,Gecsel,Engineer,1962-07-07,1986-03-26,9999-01-01
20568,Krisda,Lieblein,Engineer,1962-06-25,1987-08-30,9999-01-01
20583,Mahendra,Siegrist,Senior Staff,1962-01-19,1985-04-27,9999-01-01
20588,Bilhanan,Ramsak,Senior Staff,1962-01-15,1986-06-05,9999-01-01
20670,Lijie,Siochi,Technique Leader,1962-02-17,1985-03-02,9999-01-01
20680,Kellyn,Basagni,Senior Staff,1963-02-01,1988-10-04,9999-01-01
20702,Sanjit,Lovengreen,Engineer,1964-10-27,1986-01-11,9999-01-01
20734,Fayez,Rosaz,Senior Staff,1964-02-19,1987-01-17,9999-01-01
20753,Lalit,Lemarechal,Senior Staff,1964-04-06,1986-10-15,9999-01-01
20774,Jasminko,Janetzko,Senior Staff,1962-04-29,1987-02-16,9999-01-01
20779,Panayotis,Jansen,Engineer,1963-10-02,1987-05-10,9999-01-01
20791,Changho,Heystek,Senior Staff,1962-06-13,1987-10-29,9999-01-01
20808,Boguslaw,Hammerschmidt,Senior Staff,1963-06-04,1985-03-01,9999-01-01
20815,Guther,Kavvadias,Engineer,1962-09-16,1988-11-13,9999-01-01
20854,Cheong,Fetvedt,Engineer,1962-08-31,1987-12-12,9999-01-01
20874,Fumiko,Rijckaert,Engineer,1963-03-15,1987-12-11,9999-01-01
20882,Uwe,Ibel,Senior Staff,1963-03-07,1988-06-01,9999-01-01
20891,Zdislav,Begiun,Senior Staff,1964-01-31,1988-06-05,9999-01-01
20927,Xiong,Stentiford,Senior Staff,1963-08-11,1986-03-15,9999-01-01
20932,Geoff,Eterovic,Senior Staff,1962-11-12,1987-01-21,9999-01-01
20973,Kiyotoshi,Kitai,Engineer,1964-06-22,1986-01-20,9999-01-01
20981,Christoph,Furedi,Senior Staff,1963-12-31,1988-09-26,9999-01-01
20996,Adin,Chelton,Senior Staff,1964-11-04,1987-07-02,9999-01-01
21042,Quingbo,Orlowska,Engineer,1962-09-25,1986-08-24,9999-01-01
21060,Leah,Serra,Senior Staff,1964-04-04,1987-04-29,9999-01-01
21081,Magy,Rouquie,Senior Staff,1962-01-06,1985-02-21,9999-01-01
21088,Ugo,Gopalakrishnan,Senior Engineer,1964-01-31,1988-03-24,9999-01-01
21091,Claude,Eppinger,Senior Engineer,1963-02-03,1987-09-16,9999-01-01
21115,Fei,Luca,Senior Staff,1964-07-15,1986-10-04,9999-01-01
21117,Yongmao,Chiodo,Senior Staff,1963-04-06,1985-06-16,9999-01-01
21118,Eirik,Broomell,Senior Staff,1962-06-12,1987-06-07,9999-01-01
21142,Masako,Rusmann,Engineer,1964-05-23,1986-07-08,9999-01-01
21144,Bouchung,Akaboshi,Senior Staff,1962-12-11,1988-11-12,9999-01-01
21160,Abdelaziz,Kragelund,Engineer,1963-06-13,1987-05-25,9999-01-01
21222,Akemi,Denis,Senior Staff,1964-04-08,1986-12-25,9999-01-01
21227,Masasuke,Rosiles,Senior Engineer,1962-06-12,1987-09-29,9999-01-01
21257,Kendra,Jiafu,Engineer,1963-03-25,1985-03-24,9999-01-01
21276,Jianhui,Bratten,Engineer,1963-10-20,1988-05-31,9999-01-01
21286,Uri,Birta,Engineer,1964-03-06,1988-09-22,9999-01-01
21290,Boaz,Griswold,Senior Staff,1963-12-02,1987-10-28,9999-01-01
21291,Eran,Gubsky,Engineer,1963-08-10,1985-06-18,9999-01-01
21300,Yuuichi,Rijckaert,Senior Engineer,1964-04-03,1985-12-06,9999-01-01
21327,Janalee,Litzkow,Engineer,1963-01-05,1987-02-10,9999-01-01
21349,Sajjad,Piazza,Engineer,1964-03-25,1986-04-08,9999-01-01
21357,Aruna,Peral,Engineer,1962-01-15,1987-11-02,9999-01-01
21377,Doowon,Pokrovskii,Senior Engineer,1964-02-18,1985-12-03,9999-01-01
21378,Yishay,Bierman,Technique Leader,1963-01-07,1985-12-26,9999-01-01
21385,Mikhail,Shiratori,Senior Staff,1964-08-10,1986-04-17,9999-01-01
21390,Zijian,Kambil,Senior Engineer,1962-11-08,1988-06-28,9999-01-01
21393,Mohammad,Kaltofen,Assistant Engineer,1963-09-18,1987-09-12,9999-01-01
21433,Chenxi,Ibel,Senior Staff,1964-04-06,1987-08-16,9999-01-01
21476,Rajmohan,Gien,Senior Staff,1963-06-10,1988-09-23,9999-01-01
21484,Sangeeta,McConalogue,Senior Staff,1963-06-18,1987-03-27,9999-01-01
21485,Amstein,Harllee,Engineer,1963-12-12,1986-04-25,9999-01-01
21530,Takanari,Slobodova,Technique Leader,1962-03-03,1986-01-19,9999-01-01
21535,Filipp,Ramalingam,Senior Staff,1963-08-25,1987-09-05,9999-01-01
21571,Mani,Birsak,Senior Staff,1964-05-09,1985-09-17,9999-01-01
21578,Stein,Pehl,Engineer,1962-09-23,1985-10-22,9999-01-01
21589,Lobel,Klerer,Senior Staff,1963-07-07,1988-11-07,9999-01-01
21602,Marko,Velardi,Senior Staff,1964-10-30,1986-05-21,9999-01-01
21606,Lena,Radhakrishnan,Senior Staff,1963-03-11,1987-02-18,9999-01-01
21624,Teunis,Iacovou,Senior Staff,1962-03-26,1986-04-14,9999-01-01
21678,Divine,Niizuma,Senior Staff,1963-04-30,1988-08-04,9999-01-01
21717,Hairong,Bhattacharjee,Senior Staff,1964-05-18,1986-10-05,9999-01-01
21775,Ramalingam,Morrow,Senior Staff,1963-01-06,1986-12-21,9999-01-01
21785,Kazunori,Avouris,Technique Leader,1964-12-01,1986-10-08,9999-01-01
21843,Karsten,Azadmanesh,Senior Engineer,1965-01-09,1985-11-29,9999-01-01
21903,Haldun,Murtafg,Engineer,1964-04-09,1987-05-09,9999-01-01
21905,Leif,Erie,Senior Engineer,1963-03-06,1988-03-04,9999-01-01
22047,Xumin,Luce,Technique Leader,1964-08-09,1986-11-14,9999-01-01
22051,Bezalel,Validov,Senior Staff,1962-03-19,1985-02-18,9999-01-01
22058,Karsten,Kenevan,Engineer,1964-10-26,1985-04-15,9999-01-01
22061,Marla,Maraist,Senior Engineer,1964-01-07,1987-01-15,9999-01-01
22075,Theron,Llado,Senior Staff,1963-11-22,1988-09-23,9999-01-01
22118,Ramalingam,Ruther,Engineer,1964-08-17,1988-04-07,9999-01-01
22142,Premal,Gewali,Senior Staff,1964-03-12,1987-09-06,9999-01-01
22145,Kish,Fritzsche,Senior Staff,1963-09-17,1985-03-17,9999-01-01
22174,Morrie,Hofting,Engineer,1964-04-25,1988-06-01,9999-01-01
22204,Mori,Plumb,Engineer,1962-03-21,1986-04-03,9999-01-01
22256,Licheng,Itzfeldt,Senior Staff,1964-07-23,1988-08-20,9999-01-01
22259,Boutros,Whitcomb,Senior Staff,1963-01-24,1985-05-20,9999-01-01
22277,Tesuya,Cunliffe,Senior Staff,1963-04-30,1986-03-08,9999-01-01
22288,Boriana,Vuskovic,Engineer,1962-05-19,1987-12-20,9999-01-01
22335,Kellie,Brandsma,Engineer,1962-04-07,1987-11-10,9999-01-01
22364,Becky,Poehlman,Senior Staff,1962-08-06,1988-06-13,9999-01-01
22369,Xuejun,Ranum,Senior Staff,1963-02-18,1985-07-31,9999-01-01
22392,Berhard,Pell,Technique Leader,1962-11-01,1988-03-26,9999-01-01
22399,Utz,Cannata,Assistant Engineer,1964-03-06,1986-08-25,9999-01-01
22412,Vivian,Bresenham,Engineer,1962-08-23,1988-06-26,9999-01-01
22417,Quingbo,Lally,Senior Engineer,1962-08-30,1987-06-25,9999-01-01
22423,Ioana,Ratnakar,Engineer,1963-04-26,1987-11-03,9999-01-01
22457,Changho,Fritzsche,Senior Staff,1964-02-05,1985-02-27,9999-01-01
22471,Insup,Pepe,Assistant Engineer,1963-06-10,1986-04-29,9999-01-01
22472,Yuguang,Pfau,Senior Staff,1964-01-02,1988-03-10,9999-01-01
22495,Mitsuyuki,Garrabrants,Senior Staff,1964-10-25,1985-07-18,9999-01-01
22542,Tayeb,Hiyoshi,Technique Leader,1963-04-06,1987-02-02,9999-01-01
22548,Marsja,Babu,Senior Staff,1963-06-10,1987-12-14,9999-01-01
22573,Suzette,Baby,Engineer,1964-06-24,1988-08-01,9999-01-01
22635,Zhaofang,Gyorkos,Engineer,1962-05-31,1987-01-08,9999-01-01
22656,Takanari,Ranai,Senior Staff,1963-08-21,1988-03-25,9999-01-01
22665,Arra,Rabejac,Engineer,1964-12-10,1988-11-21,9999-01-01
22674,Xiong,Champarnaud,Technique Leader,1962-12-08,1987-07-17,9999-01-01
22738,Selwyn,Kirkerud,Senior Staff,1964-06-13,1988-12-30,9999-01-01
22801,Chuanyi,Hiroyama,Engineer,1963-07-12,1988-09-07,9999-01-01
22846,Guoxiang,Ginneken,Engineer,1962-12-26,1986-07-31,9999-01-01
22890,Rosli,Kroha,Senior Staff,1963-12-08,1988-12-31,9999-01-01
22912,Ger,Pepe,Senior Engineer,1964-07-26,1986-08-05,9999-01-01
22922,Filipp,Straney,Senior Staff,1962-02-15,1988-02-24,9999-01-01
22926,Manibrata,Genther,Engineer,1965-01-01,1988-01-15,9999-01-01
22964,Tetsushi,Cappello,Engineer,1964-07-27,1987-10-13,9999-01-01
23083,Alejandro,Garrabrants,Senior Staff,1962-11-21,1987-09-23,9999-01-01
23084,Byong,Maraist,Engineer,1962-03-23,1987-12-30,9999-01-01
23111,Breannda,Prampolini,Engineer,1964-06-08,1987-04-25,9999-01-01
23122,Yahiko,Parascandalo,Senior Staff,1963-05-27,1986-04-03,9999-01-01
23152,Ingemar,Garnick,Senior Staff,1964-06-22,1987-02-10,9999-01-01
23160,Jinya,Ressouche,Senior Staff,1963-10-07,1988-04-23,9999-01-01
23183,Sudhanshu,Stiles,Senior Staff,1962-07-11,1985-06-27,9999-01-01
23190,Bikash,Chleq,Senior Staff,1964-12-19,1987-08-21,9999-01-01
23209,Ortrud,Schwaller,Senior Staff,1964-03-12,1988-10-10,9999-01-01
23215,Hatem,Horswill,Engineer,1962-01-02,1986-05-23,9999-01-01
23218,Jianhua,Spieker,Engineer,1964-10-27,1988-08-20,9999-01-01
23227,Sanjit,Preusig,Senior Staff,1964-04-03,1987-06-20,9999-01-01
23241,Leen,Kroll,Senior Engineer,1964-08-26,1987-05-23,9999-01-01
23244,Mads,Stanfel,Engineer,1962-05-09,1986-08-29,9999-01-01
23255,Mototsugu,Zolotykh,Engineer,1964-10-07,1986-10-30,9999-01-01
23286,Temple,Marsiglia,Senior Staff,1964-08-08,1986-02-14,9999-01-01
23305,Takahiro,Aloia,Engineer,1962-05-24,1986-03-13,9999-01-01
23309,Roselyn,Dengi,Senior Staff,1962-02-04,1988-02-10,9999-01-01
23344,Shih,Denti,Senior Engineer,1963-08-03,1986-08-12,9999-01-01
23349,Zorica,Thiria,Engineer,1964-02-06,1988-05-15,9999-01-01
23368,Changho,Stroustrup,Engineer,1962-07-09,1987-03-09,9999-01-01
23396,Hilari,Fairtlough,Technique Leader,1965-01-02,1986-12-15,9999-01-01
23489,Boguslaw,Mawatari,Senior Staff,1962-08-24,1987-01-27,9999-01-01
23512,Xiaoheng,Sury,Engineer,1962-06-10,1985-02-27,9999-01-01
23516,Xiaoqiu,Oskamp,Engineer,1962-10-19,1988-04-20,9999-01-01
23575,Mani,Remmers,Senior Engineer,1962-09-12,1986-10-28,9999-01-01
23585,Tamiya,Back,Engineer,1964-10-08,1988-10-29,9999-01-01
23607,Samphel,Melski,Technique Leader,1962-12-13,1985-02-12,9999-01-01
23608,Shahab,Schusler,Senior Staff,1964-01-05,1986-12-08,9999-01-01
23612,Otmar,Portugali,Engineer,1964-08-26,1985-07-08,9999-01-01
23711,Alassane,Serre,Engineer,1963-05-18,1985-10-13,9999-01-01
23852,Irena,Stafford,Senior Staff,1964-09-14,1987-07-22,9999-01-01
23888,Shuho,Uchoa,Senior Staff,1962-04-29,1988-08-31,9999-01-01
23889,Shin,Bain,Senior Staff,1963-02-02,1988-02-17,9999-01-01
23937,Aruna,Heuter,Engineer,1963-03-15,1986-01-31,9999-01-01
23961,Vatsa,Demizu,Senior Staff,1964-01-04,1988-11-10,9999-01-01
23979,Bilhanan,Griswold,Senior Engineer,1963-01-29,1986-10-23,9999-01-01
24036,Shir,Falck,Senior Staff,1962-09-18,1986-03-23,9999-01-01
24054,Shietung,Kroon,Senior Staff,1962-01-22,1987-07-21,9999-01-01
24119,Kirk,Senzako,Senior Staff,1962-09-09,1986-11-06,9999-01-01
24129,Bilhanan,Schurmann,Senior Staff,1963-09-14,1985-11-16,9999-01-01
24158,Pintsang,Bojadziev,Senior Staff,1964-08-21,1988-08-18,9999-01-01
24159,Ziva,Rindone,Senior Staff,1962-09-19,1985-09-23,9999-01-01
24167,Xuejun,Kamble,Engineer,1963-01-01,1986-09-01,9999-01-01
24191,Van,Erdi,Engineer,1964-11-20,1988-02-17,9999-01-01
24216,Zine,Swick,Engineer,1962-10-20,1986-03-20,9999-01-01
24274,Palash,Highland,Senior Staff,1962-05-24,1987-11-08,9999-01-01
24275,Fen,Lorch,Engineer,1963-02-17,1986-01-19,9999-01-01
24291,Owen,Kobuchi,Senior Staff,1964-11-17,1985-05-20,9999-01-01
24348,Herb,Nannarelli,Senior Staff,1962-07-26,1986-03-07,9999-01-01
24378,Mads,Argence,Assistant Engineer,1962-01-07,1985-05-24,9999-01-01
24382,Patricio,Billingsley,Senior Staff,1964-08-10,1987-05-14,9999-01-01
24395,Odinaldo,Krohm,Senior Staff,1964-11-20,1988-04-14,9999-01-01
24406,Mang,Bernatsky,Senior Staff,1963-05-15,1985-08-22,9999-01-01
24410,Morrie,Wossner,Senior Staff,1964-06-30,1988-12-29,9999-01-01
24419,Xiaoshan,Assaf,Senior Staff,1962-07-02,1988-02-18,9999-01-01
24427,Jungsoon,Bashian,Technique Leader,1962-03-06,1987-02-28,9999-01-01
24438,Huiqun,Plessier,Engineer,1963-04-13,1988-07-25,9999-01-01
24450,Tuval,Peron,Engineer,1962-12-04,1987-06-29,9999-01-01
24476,Ekawit,Spataro,Engineer,1963-04-11,1988-03-09,9999-01-01
24532,Sachin,Lores,Senior Staff,1962-12-08,1985-02-25,9999-01-01
24553,Anwar,Passafiume,Senior Staff,1965-01-12,1987-01-30,9999-01-01
24576,Tommaso,Erde,Senior Staff,1963-09-03,1988-12-23,9999-01-01
24578,Mani,Vigier,Senior Staff,1963-12-10,1986-07-15,9999-01-01
24587,Elzbieta,Warwick,Senior Staff,1962-05-02,1985-11-29,9999-01-01
24607,Golgen,Lagarias,Senior Engineer,1962-11-16,1986-04-11,9999-01-01
24611,Shigehiro,Rodier,Engineer,1963-11-25,1986-01-08,9999-01-01
24616,Dmitry,Kawashimo,Engineer,1964-02-21,1986-10-06,9999-01-01
24626,Zhilian,Giarratana,Senior Staff,1963-04-23,1986-11-23,9999-01-01
24675,Arumugam,Vieri,Senior Staff,1964-10-06,1986-02-18,9999-01-01
24681,Zhensheng,Aingworth,Senior Staff,1962-10-17,1987-10-08,9999-01-01
24703,Richard,Vecchio,Senior Staff,1964-02-01,1986-07-25,9999-01-01
24759,Chaosheng,Sommen,Senior Staff,1963-04-25,1985-02-02,9999-01-01
24772,Gill,Malinowski,Senior Staff,1963-07-30,1988-10-12,9999-01-01
24786,Odysseas,Collavizza,Engineer,1963-09-06,1985-06-05,9999-01-01
24843,Khosrow,Chenoweth,Engineer,1964-11-28,1988-08-19,9999-01-01
24889,Luigi,Morris,Senior Staff,1962-08-27,1985-02-09,9999-01-01
25032,Wojceich,Atrawala,Senior Staff,1962-03-25,1986-05-21,9999-01-01
25043,Jixiang,Pelc,Engineer,1963-09-23,1985-03-09,9999-01-01
25044,Mototsugu,Gyorkos,Senior Staff,1963-05-17,1986-05-22,9999-01-01
25071,Yolla,Jeansoulin,Engineer,1963-12-07,1986-10-24,9999-01-01
25091,Josyula,Cronan,Senior Engineer,1964-07-11,1986-10-18,9999-01-01
25104,Radhia,Tagansky,Senior Staff,1963-04-12,1987-11-22,9999-01-01
25129,Ingmar,Bridgland,Engineer,1963-06-17,1988-11-06,9999-01-01
25141,Conrado,Rahier,Senior Staff,1964-04-24,1985-08-07,9999-01-01
25149,Wonhee,Luks,Senior Staff,1964-02-12,1987-01-14,9999-01-01
25155,Shushma,Benveniste,Assistant Engineer,1962-10-31,1987-04-26,9999-01-01
25164,Khun,Bakhtari,Engineer,1963-10-29,1985-03-10,9999-01-01
25193,Frazer,Picco,Senior Staff,1962-03-03,1986-05-26,9999-01-01
25199,Matt,Erman,Senior Staff,1962-06-02,1985-10-03,9999-01-01
25205,Lokesh,Takkinen,Senior Engineer,1963-07-10,1985-02-02,9999-01-01
25243,Abdelwaheb,Koblitz,Senior Engineer,1963-12-14,1988-08-10,9999-01-01
25258,Jiang,Delaune,Senior Staff,1964-10-15,1986-11-10,9999-01-01
25260,Gao,Dolinsky,Senior Staff,1964-12-06,1986-08-10,9999-01-01
25300,Hilari,Murillo,Engineer,1962-02-21,1985-08-09,9999-01-01
25316,Leen,Unni,Engineer,1963-07-13,1988-11-08,9999-01-01
25326,Yonghong,Snedden,Engineer,1962-08-31,1988-11-30,9999-01-01
25348,Odysseas,Soicher,Assistant Engineer,1962-10-18,1986-09-18,9999-01-01
25359,Oscar,Birrer,Assistant Engineer,1963-04-27,1986-09-28,9999-01-01
25414,Leandro,Haraldson,Senior Staff,1963-09-02,1987-12-09,9999-01-01
25421,Yuping,Luon,Senior Staff,1964-09-14,1985-09-28,9999-01-01
25447,Vishwani,Cichocki,Senior Staff,1962-05-03,1988-09-20,9999-01-01
25457,Pramod,Buchter,Technique Leader,1962-09-11,1988-10-01,9999-01-01
25460,Xumin,Prampolini,Engineer,1962-03-02,1988-04-20,9999-01-01
25469,Jinya,Anick,Senior Staff,1962-12-28,1985-03-12,9999-01-01
25474,Sasan,Lyonns,Senior Engineer,1962-05-11,1988-05-29,9999-01-01
25490,Junsik,Raczkowsky,Senior Staff,1964-09-17,1986-11-30,9999-01-01
25528,Masato,Milicia,Engineer,1962-02-15,1987-08-15,9999-01-01
25530,Yinlin,Chimia,Technique Leader,1964-08-17,1987-12-26,9999-01-01
25534,Jongsuk,Cappelli,Senior Staff,1962-03-08,1986-11-22,9999-01-01
25542,Oksana,Schrooten,Engineer,1963-07-10,1985-07-03,9999-01-01
25556,Hausi,Crelier,Senior Staff,1963-11-24,1985-04-27,9999-01-01
25574,Remzi,Whitcomb,Engineer,1963-12-20,1986-04-27,9999-01-01
25577,Tomokazu,Gihr,Engineer,1963-08-10,1988-04-07,9999-01-01
25626,Mariusz,Axelband,Senior Staff,1963-11-08,1986-02-25,9999-01-01
25631,Christoph,Pena,Engineer,1963-09-18,1986-09-16,9999-01-01
25662,Arie,Schrift,Senior Staff,1964-05-20,1987-02-24,9999-01-01
25677,Eran,Hofmeyr,Senior Staff,1963-12-02,1986-05-14,9999-01-01
25681,Weiru,Papastamatiou,Engineer,1962-02-17,1987-05-17,9999-01-01
25769,Huai,Koyama,Senior Engineer,1963-04-11,1986-03-12,9999-01-01
25784,Valeska,Zeleznik,Senior Staff,1962-10-05,1988-12-10,9999-01-01
25796,Fun,Improta,Engineer,1962-03-10,1985-05-26,9999-01-01
25803,Berto,Bahl,Technique Leader,1964-06-01,1986-02-02,9999-01-01
25856,Shiv,Reghbati,Senior Staff,1962-01-14,1988-02-29,9999-01-01
25881,Sven,Pettis,Senior Staff,1962-05-28,1986-06-03,9999-01-01
25899,Huan,Nitsch,Senior Staff,1963-09-27,1986-10-22,9999-01-01
25941,Hideo,Busillo,Assistant Engineer,1964-12-13,1985-09-03,9999-01-01
